Title,Article,Category
"

Will excite you as much as 'RRR': Jr NTR on 'NTR30'


short by Amartya Sharma / 
      06:19 pm on 13 Mar 2023,Monday

","Actor Jr NTR opened up about his upcoming film which is tentatively titled 'NTR30' and said that it will excite the audience as much as his 2022 film 'RRR'. ""I am working on an untitled film directed by Koratala Siva, one of my close friends. I'm going to start shooting on March 29,"" Jr NTR told the media.",Entertainment
"

Karan Johar pens note as he wraps 'Rocky Aur…', shares pics


short by Kameshwari / 
      04:28 pm on 13 Mar 2023,Monday

","Karan Johar shared unseen pictures from the sets of 'Rocky Aur Rani Ki Prem Kahani' and announced that he has wrapped the shoot of his upcoming directorial. ""I was blessed with the best team,"" he shared and added that the idea of 'Rocky Aur Rani Ki Prem Kahani' came from ""real life family anecdote"" shared by his father Yash Johar. ",Entertainment
"

Ridiculous: Pankaj Kapur on Bheed being called 'anti-India' movie


short by Udit Gupta / 
      08:35 pm on 13 Mar 2023,Monday

","Pankaj Kapur, reacting to his upcoming film 'Bheed' being termed as 'anti-India' on social media, said people are ""jumping the gun"" and being ""impatient and opinionated"" even before watching the film. ""It's ridiculous that one small teaser...And you start saying it's...political film,"" Pankaj said, adding, ""Very few films have shown authorities in...positive sense, the way this film has shown."" ",Entertainment
"

With Sanjay on board, 'Hera Pheri 3' will be a laugh riot: Suniel


short by Amartya Sharma / 
      09:28 pm on 13 Mar 2023,Monday

","Actor Suniel Shetty opened up about actor Sanjay Dutt being a part of the third instalment of the 'Hera Pheri' franchise. ""With Sanjay on board, the film will be a laugh riot, because Sanju's sense of comedy is unbelievable,"" Suniel stated. He added that Sanjay will take the film to another level. Reportedly, the film is titled 'Hera Pheri 4'.",Entertainment
"

Making India proud and how: Alia on Deepika presenting at Oscars


short by Udit Gupta / 
      07:26 pm on 13 Mar 2023,Monday

","Alia Bhatt took to her Instagram Stories to share Deepika Padukone's look from the 95th Academy Awards. She wrote, ""This beauty making India proud and how."" Deepika introduced 'RRR' song 'Naatu Naatu' ahead of its live performance at the award show. 'Naatu Naatu' won the Oscar for Best Original Song.      ",Entertainment
"

Life has changed completely after Bigg Boss: Shalin Bhanot   


short by Udit Gupta / 
      08:44 pm on 13 Mar 2023,Monday

","TV actor Shalin Bhanot said that his life has ""changed drastically and completely"" after 'Bigg Boss 16'. ""It's been a roller coaster ride for me that I'm enjoying and I'm receiving a lot of love,"" he added. Speaking about rejecting 'Khatron Ke Khiladi', Shalin said, ""I'm scared of lizards so I don't know if I will ever do that show."" 
  ",Entertainment
"

Honour to be associated with music of 'RRR': Bhushan Kumar


short by Amartya Sharma / 
      08:59 pm on 13 Mar 2023,Monday

","T-Series head Bhushan Kumar, reacting to the 'RRR' song 'Naatu Naatu' winning an Oscar, has said that it was an ""absolute honour"" to be associated with the music of the film. ""'Naatu Naatu' has made everyone dance to its electrifying beats and this...glorious win at the Oscars is a testament [to] the adulation the song has received,"" he added.",Entertainment
"

3 Khans are not that tall, yet worked with all actresses: Ranbir


short by Amartya Sharma / 
      05:16 pm on 13 Mar 2023,Monday

","Actor Ranbir Kapoor, during a conversation with Kareena Kapoor Khan, was asked about his thoughts on the claim that actresses should not be taller than their male counterparts. Speaking about Shah Rukh Khan, Aamir Khan and Salman Khan, Ranbir rejected the claim and said that the three Khans are not that tall and yet they have worked with all actresses. ",Entertainment
"<div class=""news-card-title news-right-box"">
<a class=""clickable"" href=""/en/news/3-khans-are-not-that-tall-yet-worked-with-all-actresses-ranbir-1678708013055"" onclick=""track_GA_Mixpanel({'hitType': 'event', 'category': 'TitleOfNews', 'action': 'clicked', 'label': '3%20Khans%20are%20not%20that%20tall%2C%20yet%20worked%20with%20all%20actresses%3A%20Ranbir)' });"" style=""color:#44444d!important"">
<span itemprop=""headline"">3 Khans are not that tall, yet worked with all actresses: Ranbir</span>
</a>
<div class=""news-card-author-time news-card-author-time-in-title"">
<a href=""/prev/en/news/3-khans-are-not-that-tall-yet-worked-with-all-actresses-ranbir-1678708013055""><span class=""short"">short</span></a> by <span class=""author"">Amartya Sharma</span> / 
      <span class=""time"" content=""2023-03-13T11:46:53.000Z"" itemprop=""datePublished"">05:16 pm</span> on <span clas=""date"">13 Mar 2023,Monday</span>
</div>
</div>","<div itemprop=""articleBody"">Actor Ranbir Kapoor, during a conversation with Kareena Kapoor Khan, was asked about his thoughts on the claim that actresses should not be taller than their male counterparts. Speaking about Shah Rukh Khan, Aamir Khan and Salman Khan, Ranbir rejected the claim and said that the three Khans are not that tall and yet they have worked with all actresses. </div>",Entertainment
"<div class=""news-card-title news-right-box"">
<a class=""clickable"" href=""/en/news/3-khans-are-not-that-tall-yet-worked-with-all-actresses-ranbir-1678708013055"" onclick=""track_GA_Mixpanel({'hitType': 'event', 'category': 'TitleOfNews', 'action': 'clicked', 'label': '3%20Khans%20are%20not%20that%20tall%2C%20yet%20worked%20with%20all%20actresses%3A%20Ranbir)' });"" style=""color:#44444d!important"">
<span itemprop=""headline"">3 Khans are not that tall, yet worked with all actresses: Ranbir</span>
</a>
<div class=""news-card-author-time news-card-author-time-in-title"">
<a href=""/prev/en/news/3-khans-are-not-that-tall-yet-worked-with-all-actresses-ranbir-1678708013055""><span class=""short"">short</span></a> by <span class=""author"">Amartya Sharma</span> / 
      <span class=""time"" content=""2023-03-13T11:46:53.000Z"" itemprop=""datePublished"">05:16 pm</span> on <span clas=""date"">13 Mar 2023,Monday</span>
</div>
</div>","<div itemprop=""articleBody"">Actor Ranbir Kapoor, during a conversation with Kareena Kapoor Khan, was asked about his thoughts on the claim that actresses should not be taller than their male counterparts. Speaking about Shah Rukh Khan, Aamir Khan and Salman Khan, Ranbir rejected the claim and said that the three Khans are not that tall and yet they have worked with all actresses. </div>",Entertainment
Former Environment Minister Jairam Ramesh Reacts to 'The Elephant Whispers' Oscar Win," After 'The Elephant Whisperers' got Oscar at Academy Awards, former environment minister Jairam Ramesh hoped that it may force the government to rethink about amending wild life Act.",Entertainment
Madhuri Dixit Posts a Heart-Wrenching Note Post Her Mother Snehlata Dixit's Demise," Bollywood actress Madhuri Dixit remembers her mother, Snehlata Dixit, who passed away on March 12 and shared a picture with her. She expressed how much she misses her.",Entertainment
Ram Charan Pens a Heartfelt Note on 'Naatu Naatu' Winning Oscar 2023, Ram Charan recently penned a heartfelt note after 'Naatu Naatu' won the Oscar in the Best Original Song category.,Entertainment
Swara Bhasker-Fahad Ahmad Set Couple Goals in Mehendi And Wedding Pics, Swara Bhasker and Fahad Ahmad are setting couple goals in their Mehendi and Haldi pictures that are breaking the internet.,Entertainment
"For Oscars After-Party, Deepika Padukone Continues to Slay in Mini Magenta Ostrich Feather Cape Worth Rs 8.2 Lakh"," At the Oscars' after-party, actress Deepika Padukone stunned everyone with her look in a magenta dress. See pics.",Entertainment
"'Oscars 2023 Insults SS Rajamouli,' Say Fans as Video Shows RRR Team Sitting at The Back During Ceremony - Watch"," Oscars 2023 viral moment: SS Rajamouli was seen cheering for his team from the back seat as RRR wins Oscars for 'Naatu Naatu'. Now, the fans have objected to his seating allotment at the ceremony.",Entertainment
"Deepika Padukone, at Oscars 2023, Chokes Back Tears Seeing Naatu Naatu's Win - Watch"," Oscars 2023 Viral Video: Deepika Padukone Chokes Back Tears as RRR's Naatu Naatu Wins, Like Every Proud Indian - Watch",Entertainment
Oscars 2023: List of Bollywood Celebs Celebrate RRR And The Elephant Whisperers, Oscars 2023: RRR and The Elephant Whisperers' get love from Indian celebrities on the social media.,Entertainment
Oscars 2023: Michelle Yeoh's Historic Win Breaks Glass Ceiling For Asian Actresses, Malaysian actress Michelle Yeoh has become the first Asian actress to walk home with the Best Actress honour at the 95th Academy Awards for her stellar work in 'Everything Everywhere All at Once'.,Entertainment
Ram Charan's Father Chiranjeevi Reacts to Oscar Win For 'Naatu Naatu', RRR actor Ram Charan's father Chiranjeevi recently reacted to 'Naatu Naatu' winning the 95th Academy Award in Best Original Song category.,Entertainment
Oscars 2023: Complete Winners' List For 95th Academy Awards, 95th Academy Awards: Here's the complete list of winners who won Oscars in 2023. RRR's Naatu Naatu in Best Original Song. The Elephant Whisperers won Oscar for Best Documentary Short Film at the Oscars 2023.,Entertainment
Jr NTR And RRR Team React to Oscar Win For 'Naatu Naatu': 'This is India's Victory', Jr NTR And RRR team reacted to Oscar win for 'Naatu Naatu' and 'The Elephant Whispers' and called it India's victory.,Entertainment
MM Keeravani's Acceptance Speech After Winning Oscar For 'Naatu Naatu', Oscars 2023: RRR Music Composer MM Keeravani's gave a heartwarming acceptance speech after winning Oscar for 'Naatu Naatu'.,Entertainment
MM Keeravani's Acceptance Speech After Winning Oscar For 'Naatu Naatu', Oscars 2023: RRR Music Composer MM Keeravani's gave a heartwarming acceptance speech after winning Oscar for 'Naatu Naatu'.,Entertainment
MM Keeravani's Acceptance Speech After Winning Oscar For 'Naatu Naatu', Oscars 2023: RRR Music Composer MM Keeravani's gave a heartwarming acceptance speech after winning Oscar for 'Naatu Naatu'.,Entertainment
MM Keeravani's Acceptance Speech After Winning Oscar For 'Naatu Naatu', Oscars 2023: RRR Music Composer MM Keeravani's gave a heartwarming acceptance speech after winning Oscar for 'Naatu Naatu'.,Entertainment
MM Keeravani's Acceptance Speech After Winning Oscar For 'Naatu Naatu', Oscars 2023: RRR Music Composer MM Keeravani's gave a heartwarming acceptance speech after winning Oscar for 'Naatu Naatu'.,Entertainment
MM Keeravani's Acceptance Speech After Winning Oscar For 'Naatu Naatu', Oscars 2023: RRR Music Composer MM Keeravani's gave a heartwarming acceptance speech after winning Oscar for 'Naatu Naatu'.,Entertainment
MM Keeravani's Acceptance Speech After Winning Oscar For 'Naatu Naatu', Oscars 2023: RRR Music Composer MM Keeravani's gave a heartwarming acceptance speech after winning Oscar for 'Naatu Naatu'.,Entertainment
MM Keeravani's Acceptance Speech After Winning Oscar For 'Naatu Naatu', Oscars 2023: RRR Music Composer MM Keeravani's gave a heartwarming acceptance speech after winning Oscar for 'Naatu Naatu'.,Entertainment
"Kanjoos Makhichoos Trailer: Miser Kunal Kemmu Faces Corrupt System, Raju Srivastav Makes Final Appearance",,Entertainment
'West Just Don't Get It': BTS’ RM Reacts To People Saying ‘Korea Is Stressful’,,Entertainment
"TJMM Box Office Collection Day 5: Ranbir, Shraddha Kapoor’s Film Gets A Boost On Weekend, Earns Rs 17.08 Cr",,Entertainment
Woke Up To Find Aai’s Room Empty: Madhuri Dixit Shares Emotional Post For Her Late Mother,,Entertainment
"Oscar 2023 Nominee Gift Bag Is Worth Whopping Rs 1 Crore, Here Is What's Inside",,Entertainment
Oscars 2023: Five Memorable Moments From The Academy Awards ,,Entertainment
Tollywood Celebrates 'Naatu Naatu's Big Win At The Oscars,,Entertainment
Deepika Stands Tall As A Testimony To The Fact That Indian Women Are The Best: Kangana Ranaut,,Entertainment
Know How Oscars Winners Are Decided And Who Votes For The Academy Awards,,Entertainment
'The Elephant Whisperers' Garners Praises From Politicians To B-Town Celebs On Oscar Win,,Entertainment
"'The Telugu Flag Is Flying Higher': Andhra Pradesh CM, Several Politicians React To 'Naatu Naatu's Oscar Win",,Entertainment
